ID,GrassDensity,PitchMoisture,PitchHardness,CracksOnPitch,BouncinessOfPitch,Target
0x1a5d,36.8212035747104,18.5678258428462,51.3290753377116,15.9076639948414,58.5264527740816,0
0x2b3c,44.4178102302502,31.7918459563293,49.1363281087574,8.41407827564613,48.4089906909074,1
0x64b,21.1587507881078,30.263296465297,,16.6783467408923,61.4375119776156,0
0x1936,44.2432549418563,40.097448587722,48.1038649053262,12.337668692909,50.5065148686877,1
0xc2a,41.0532190201151,41.1559054607193,31.7577708265846,6.40750564901961,55.798070493665,1
0x1656,57.9429116906552,32.7534516821358,44.2431035324588,3.14870488685422,46.5327698093657,1
0x5e7,40.8943092655624,31.554981902227,56.183196327765,17.6367409552037,73.9260686138132,0
0x16c6,49.998243932076,22.4218612515202,,16.5236258640877,70.7394926621669,1
0xe1d,48.5075353822167,23.0005300300134,58.2533536438362,14.8177013845112,77.5959212626601,1
0x1f19,45.2643814323899,26.3870584530809,50.2742275126242,19.1145887532258,,1
0x122c,44.4639489918504,26.4488721562189,57.0729964374817,12.1689836544407,76.5659018201685,1
0x213e,40.4603730722183,31.4453446210887,63.7839158109408,18.5946481942584,73.908402230469,0
0xee8,47.5205112980058,41.0925198589519,31.3746652539237,6.97322015120243,53.391408933206,1
0x1d99,33.2212894656494,19.4410461781505,50.9691735544823,18.7420066331945,76.009443174304,0
0x1da3,22.6130028269853,46.634677150431,26.4265312288687,7.18368380665786,70.3919322799728,1
0x1a6b,31.7954471420888,24.5042553837206,51.7865749815454,10.3291346915137,76.9483236081941,0
0x2b68,59.3789679781431,53.2974411647839,29.1178507032377,12.5197197421857,59.2359122542174,1
0x1658,41.9213036720529,31.5515460877028,28.1648458419244,3.01219061537883,49.7099228197783,1
0x2489,41.8655560668548,33.0367706563335,48.6465315259903,6.88080867779473,56.7867691347936,0
0x2be3,63.1782343383693,,39.5467650355755,12.2323993782827,62.0255111584165,1
0x1505,30.581316155968,29.6209276561805,63.4070489271538,16.8016357426408,,0
0x245d,60.5417988910047,33.4920003519261,36.1933076570664,9.6436531855388,61.5568504358074,1
0x276e,34.6551627868318,27.8654670567007,62.7957290677864,18.633083749573,75.1096382247731,0
0x2c79,34.7670111475405,21.4085675370745,55.0281264713564,12.8142756848942,58.0789572844607,1
0x27e8,39.9363363656282,27.4870325571964,,10.1309486311605,,0
0x83d,30.3970221168805,30.8137371049823,46.5511173609688,12.6370911232763,64.0875609620733,0
0x1cb1,61.5439531179007,44.5715044246678,,6.81025200783143,,1
0x19d7,26.0070621150615,24.2974609843639,26.8315653991887,6.53426935959844,53.7276731954466,0
0x7f6,30.8272120637498,28.5141640236465,57.0462091616166,14.5537534574206,,0
0x3fc,31.340346444311,18.1133388012515,41.2161860371507,14.0283345470809,74.0615527362945,0
0x1455,44.215209660117,42.0599864566114,33.0759382210765,5.15459601818227,,1
0x1f7c,47.6237837622682,49.5327689049975,48.2903738100995,12.6216460541545,52.0047761202067,1
0x1609,42.5776410982988,23.7937882483271,56.480216739097,15.2631864432863,71.3061671984154,0
0xfe7,40.7653608228112,45.8623371931726,35.0782109015284,5.3949483979495,60.7864469525934,1
0x78e,37.8370059320572,29.344515063196,46.1107957657495,11.8658318244444,58.7190498547153,0
0x2903,49.6670610247884,45.9309218293056,42.5474757943953,3.37110400551796,49.8486451752263,1
0x1f11,52.4825748444889,,,9.14053863006579,49.5545355453008,0
0x572,27.0943654238309,31.4948567346957,47.3607606717331,12.7194896843971,60.1520671676631,0
0x1de3,41.6155386774363,28.2031903239223,,12.363122730828,60.558487443888,0
0xab1,42.7238358916663,34.3393402453537,49.8569450695548,5.50233040868521,,1
0xc5d,43.5684060759876,28.8037742970325,47.5960537421137,11.6001447709901,72.359027698682,0
0x619,54.80857491351,47.203682631165,35.7218463170725,10.4132683305866,62.203466654816,1
0x872,45.6505419494641,52.3443678677092,45.9027034707221,7.88778105460474,,1
0x164c,45.508543400099,22.0148890928216,42.6152768457215,19.9948984580411,69.4281370919335,0
0x1ccc,45.173430428204,43.7753585583663,43.1949947598984,12.3256845830606,51.3399095226414,1
0x10e0,63.5884116467805,41.0715849958005,33.5029372152404,10.1183545564058,61.3204157427075,1
0x9df,44.4336870435286,53.4491050247075,28.7778470777592,7.31135374424835,47.8876808083766,1
0x1223,26.639035753921,26.2537958062737,49.9196863860019,14.5819441234344,71.2944665143706,1
0x1185,61.15554874961,35.1280051068954,37.2374370410284,9.16459172158887,52.1627536307548,1
0x422,47.6811655423983,31.3946171037597,45.1828802501135,9.86798726534239,54.9193752735173,1
0x26de,46.3348633246289,34.5476492999387,54.9990884699666,,77.2207225824044,0
0x1c35,47.3134092735581,38.4353208994929,48.7309809290764,4.17518068685371,57.9421478765067,1
0x1049,52.1157337093338,,27.6609150660667,6.04352722552301,60.2262421505978,1
0x1e00,21.2116825328336,31.0684669300797,58.7958236643144,12.1352851415516,63.5141239927908,0
0xdec,63.6997106646225,38.6175793192489,47.5952648347268,7.09324325319736,52.8905490622343,1
0xf6c,48.1796973919155,40.7985573484782,41.1425005781389,3.5301530193991,62.9995745094193,1
0x12b6,49.8269554305861,33.0433753358258,31.4598595644918,10.1713443221072,,1
0x277c,56.5599597048003,31.6412177303717,28.2214919641619,6.80991462351108,51.9614520721425,1
0x22ac,35.3639015619319,24.9529622085998,48.9817242305729,18.3500504627278,,0
0x586,53.4828038952398,,47.105590988302,,51.1846558013778,1
0x2ae0,50.4343111605446,38.7349807161052,32.4726789920177,7.60724691522777,49.5943562830097,1
0x211c,49.9714566107712,48.7469003681964,41.5322603695723,,47.9997818766981,1
0x189f,44.315331830058,23.6387417276466,44.116956010175,12.0544108880693,,0
0xdbc,40.9494984876935,30.65695032159,32.8070736940149,11.644990039967,50.530936367024,1
0x23cf,58.71721335614,49.1592729184438,37.0244186764077,7.62045715456139,51.7831374338987,1
0x227c,61.6829835461696,50.8117869612719,48.1308790022827,10.4601850174672,45.0381871574452,1
0x2a1e,33.0855408569454,30.0871899230785,43.3350157992766,14.9500233561474,64.4234694193851,1
0x1aac,60.7869683795236,45.9194135546344,49.2596971518452,10.0903215204119,58.9206770725933,1
0x1f55,50.82142784786,48.4583315185301,27.7198580315226,9.8593793051636,50.7344802180354,0
0x23c8,46.0290098850079,29.7175838947642,60.0224941964777,19.8824091486639,65.1098933306989,0
0xc3d,23.2533330896966,24.3353376191613,,15.5518161419181,65.0265303094407,0
0xb51,35.027749902134,21.8783144871987,48.834687525793,11.7646006650191,65.2865902614798,0
0x2c49,48.0159554441858,41.1963266610054,47.6240644957671,,56.5159188431598,0
0x18eb,59.6994956206762,39.5665779984289,42.3203209090002,3.87842797527875,61.3247336444464,1
0x207f,25.661595993468,19.2259044263503,51.2456668265322,12.322006086825,68.4691083900775,0
0x14d4,41.1541880419706,43.1131761380473,30.8828337582946,6.58294511572738,49.6079935678968,1
0x1bbd,50.6674220765205,42.8612270448834,,4.46662378773299,52.7097788085674,0
0xb01,49.5206552266834,39.7108648497658,35.9183067383652,10.7575643722769,59.3795618957247,1
0xb79,31.1126441015152,28.7495327461782,45.2923777941564,11.9251229617241,65.2079878497256,0
0x1acd,20.8591798127708,15.9966644706863,53.3863960524307,18.8785642270453,69.2465451870234,0
0xc00,63.2123043562404,48.679967019823,25.6285426871684,10.2205710717344,59.323808391246,1
0xaa6,47.0642879987432,34.8180195300752,41.5351326514666,7.65702414206476,,1
0x7ff,24.3118613993353,17.3667901079982,,11.4171590615283,77.6212359089328,1
0x193a,25.4905321604273,17.6656841831106,42.3732293506347,15.8126739282365,61.3098234532694,0
0x13d2,52.8950337634602,42.8174993679464,35.125553703647,4.46133057951101,53.1969686346025,1
0x111e,54.6348138435306,37.6771407411736,44.9659981601154,6.7957969842204,50.4385348434859,1
0x6e6,64.9953134898295,39.2448470332038,33.6156575839422,,50.6157128607735,1
0x860,56.910418260947,38.4185450846993,43.523408129288,6.04001164423359,57.867691696071,1
0x233d,40.5003670993789,20.0503376153102,54.1985412243792,7.86390004851802,65.4320024626881,1
0x2c66,44.2438856750214,28.6692961867518,41.9212676971738,11.9921271365961,76.1964360773466,0
0x1632,56.9403819891355,44.5433008398441,31.6657779227345,7.03064029929639,52.7611679450143,1
0x254f,47.2374643456449,43.051447353374,30.6163328072954,12.5905730284981,48.9975085213341,1
0x1f21,40.5709426805212,46.5075940856886,45.7064363766554,6.59265490885162,52.6178990842458,1
0x160d,47.9079029568597,34.2111891135578,29.2063652576743,8.2398884621705,50.9186178788518,1
0x12ae,49.9942638852078,33.8048010857911,53.2664636949701,19.491871605683,65.3136273208967,0
0x12db,27.0964541348842,24.8796459315283,44.7503196929062,14.6333238181209,58.4820685442274,0
0xffe,44.4459326857139,44.8017112332824,38.9642678775768,,51.1389033363546,1
0x724,49.0780641782701,23.0981054562695,50.7451302418462,10.2909002192236,71.9059650412748,0
0x2009,46.6183077892474,15.5372349264944,40.8262177672527,10.9961755280576,64.4670525273373,0
0xa70,32.1511858053777,32.1594548299239,46.4661321163313,13.2846750888597,66.2753126209457,0
0x1211,48.4100996886038,34.5841147992664,51.2183851394865,16.465368588936,76.840042351175,0
0x1cc4,25.4273450554357,25.4332353125157,53.5516273005701,12.9088433524299,60.4969672154128,1
0x1d36,49.1407502338939,40.0327393956632,46.0951089526403,4.53654746080333,55.7269745904832,1
0xd7f,60.9651711122897,45.1615530073546,43.7085692366232,11.4805845146619,45.691442540441,1
0xf90,46.6751135343324,25.6633782400711,51.9908471575509,19.6927443346116,65.7307952829879,0
0x1f6c,45.3544317097068,29.9015473427974,41.7688370010232,13.9572601718788,,0
0xbe5,42.012343409998,37.709588260291,43.0162012223058,4.16404832958191,52.3604818183432,1
0x2006,28.7457017378149,28.3989282281031,55.7970322638329,14.4912168946868,68.3326111931548,0
0x2cb5,46.2583835614476,42.5881934399874,40.9432037829646,7.97851024656362,56.5593147153577,0
0x1283,44.9923378875031,22.4723386207596,61.1160390536698,13.2524969809568,62.8214820257894,0
0x8f7,55.4621815015179,49.7168257505594,25.3349708704644,15.8623310626768,49.4884165396857,1
0x14d5,43.7208832989451,20.8779052244072,45.4733934436861,14.2809490664295,71.0021127140771,0
0x637,61.2004590994689,30.8261695033013,47.6196619794375,8.86810002563244,,1
0x4c5,55.8615492637462,43.3277633026062,30.4112523036506,5.60079557708867,50.1765582304341,1
0x1cd6,48.3425849800351,24.743889905877,42.7136575629278,19.4756369231489,64.6275180560452,0
0x2867,24.6374400582745,20.1700141300805,62.6949449582421,14.5630246374536,74.7755286526131,0
0x1851,32.544245911633,21.2544785384092,,16.1189061925419,68.6533865961017,1
0x742,43.6606039502611,51.0412436541525,37.542545141614,7.38602597021099,,1
0x119c,59.822144785299,47.6195848313958,34.2968878988719,,45.4633454956201,1
0x2425,33.6892866642014,23.6112553645309,52.3037273477649,14.2143053628125,72.5048068174926,0
0x1818,44.0980729426596,15.9780650503938,51.2604202355725,16.7070118024223,62.4505801702745,1
0x731,23.9910008855081,17.3916325214774,59.9681295866699,14.5537845851346,65.4873779201776,1
0x1e6a,46.5397252369588,,50.4025642572404,9.61262658569545,,1
0x25ea,45.7766226500497,52.5005590702563,27.3913404014338,,,1
0x235c,51.6391314973371,31.6976436973151,39.8903135611818,12.6719569814123,50.043443116565,1
0x7ca,47.3306330463304,20.1929099373275,56.4925880674608,,62.3391814683278,0
0xfe6,40.9285068379759,25.5203075959545,36.2705835518031,18.7574872805377,48.4160341915936,1
0x9fa,57.9653108259713,53.499875730514,44.1597048319519,8.64716236906645,55.6223072311635,1
0x15e2,22.4544763328608,15.6148283560245,61.9844203835632,14.0476821252096,62.1770722373069,1
0xe8c,43.3609010206278,44.6972894544969,44.1078364170512,8.15687279296953,55.5200604957016,1
0x23e3,49.1256175977211,30.1806349398374,47.4643799487799,14.8590468097145,63.2875448110832,0
0xe1f,61.7444981571054,,48.4326610005047,,61.5669041223582,1
0x27cb,55.8055265040353,33.7638333031378,29.6401482964912,11.7291843638962,46.2338666331005,0
0x2a4c,63.9771492066028,31.9924966353221,41.8388756658873,9.32222953567823,59.1038336814988,1
0x187b,47.9030237386604,23.6875055469414,58.8950308976261,12.981590542859,65.3205559306666,0
0x229d,52.9138796119753,39.2831249663281,44.8611840807747,4.08386838093925,59.2646501586133,1
0x2b07,55.3869155402609,39.1188136771102,39.4159912159188,11.6562298055381,55.9679774109102,1
0x101b,64.3821443106453,48.5585122201707,28.460301765811,10.3940805059186,60.2080576113291,1
0x1802,36.8797350546866,31.6658533149093,50.3933055682109,14.6325960909471,71.1220810291694,1
0xca1,45.6486499282028,,60.6443562149257,15.1465869378671,66.9436305419882,0
0x2810,41.8204916361957,30.8713318540873,32.2355022749018,10.332531165196,49.5584586166589,0
0x578,31.5565946441224,19.2790010809022,50.3119146810148,14.0963456160236,68.0582059693209,0
0x1b09,50.9250527614045,53.9170910594829,26.2906359347495,12.065436530428,55.0780778256678,1
0x1128,39.8491765950747,32.3168187950727,55.2758712100699,10.987771494683,,0
0x19dc,54.9266919292898,46.0948732142208,31.6309084300964,7.40442513904868,62.1421855205442,1
0xd31,45.6493865615437,37.0773707845443,25.3047414847078,7.73727059653103,58.664533264036,1
0x1f91,42.9865087193597,16.413692494214,55.6801742711415,19.6249205706383,66.2838234930615,0
0xd9b,21.1472482164246,19.3922467567319,,,72.323995467796,0
0x423,25.1360592715246,,53.8660810394329,15.9067030909996,59.3053839385372,0
0x10d8,22.4995953098015,18.7530067736502,40.088212624667,14.4925415395805,66.8859270854645,1
0x177f,59.3315658613533,43.7979882064363,31.798348342602,11.2330518814985,60.5395922772154,0
0x11ac,46.3321988845293,30.7319904014845,39.1899552561164,10.1318798726752,46.2261501555789,0
0x23b5,34.2714673376058,25.9570101434612,,10.4805789547644,58.0417595670468,0
0x918,36.1804060771284,31.6240014934402,48.228260590957,19.9681049858792,63.0520570895355,0
0xdd8,40.8996433964703,53.6048696988853,34.6449193160889,4.5190715255139,56.5607076849438,1
0xd9f,52.9658638545299,50.3219355173225,25.1434751955481,6.69301831416156,60.3363707108038,1
0x1286,46.689479371984,24.0883561139663,46.1326384130644,10.8911380810905,60.6974810667153,0
0x1968,54.589415835719,31.1117559888069,47.7126971244926,10.4673019181817,62.0340256979742,1
0x9f6,54.5003292527992,28.2140186926355,61.7844772069032,5.01669556951389,52.5655082668609,0
0x7d9,41.1683514391183,34.9238936946948,60.4046776467283,18.8965284282403,,0
0xa34,33.7973953006071,27.348285879877,46.5537889182591,12.1767383404149,62.3277624058127,0
0x20d1,31.9923710497345,28.0225118505352,52.7469082730707,19.6352717914818,62.1170839165648,0
0x1d3d,49.7636347743519,41.8818591743197,44.7670821339122,5.5920775436629,55.913072269122,1
0x670,34.8800651849083,24.4604059552917,56.1310024054096,18.7148849538016,77.9042659858364,0
0x757,23.8536227077465,15.8257698622166,61.115903617989,18.1783733990683,69.2488699826789,0
0x1e9b,46.0855879573495,22.5153115653436,60.5370808967196,13.4843738443967,73.409350855766,0
0x1d4c,44.5163149351634,,58.6586240305839,12.0064723274471,67.153408545738,0
0x1e7a,25.244934336432,22.3707250305398,47.1560871761732,11.0804528934963,72.6755162172432,0
0x60e,23.243585550297,31.7783519749731,58.5035639540492,10.9860835374191,75.9748563339303,0
0x21aa,32.6635639205346,28.9793346889787,59.3744250361901,18.0882812521819,69.9196614873291,0
0x2bb8,52.9240889538227,,41.4611937967252,10.0239854767878,51.7546526415982,1
0x1dce,32.9827179806679,17.3217098490564,62.1045398893198,17.6624775039385,63.7567581931784,0
0x19f8,49.1343128468896,,,10.0710955897893,66.5641847411793,0
0x4bb,63.3766635858077,,41.3911738676139,3.62040057103183,53.1331346490407,1
0x15b2,32.4499959874273,20.930710557382,57.1859820639054,11.4415123230098,64.0224857295654,0
0x1256,20.3098353858097,27.9349516591002,59.4092746583763,,74.0696540947943,0
0x27c9,35.5962738792329,27.2478350054025,50.8500628213452,17.761234091854,69.1276424235775,0
0x13e9,48.5320577697739,45.1456509983702,36.4090078998206,10.5106576391556,52.9821162216468,1
0x25f8,28.9404588823828,19.0048644589351,62.8448566030864,16.3962854902605,70.9496803819692,0
0x986,37.2296701056505,24.2538191683556,,14.3420723390656,61.7617091616378,0
0x2c82,53.3839176459925,36.0173869064892,27.2646852139758,5.84102774975152,56.8691661421304,1
0x6a0,44.5662617580549,41.01320674158,,7.02008480158043,52.4588856542928,1
0x1feb,64.9061133333955,,64.4510240646583,19.7560589627892,58.7299144127081,1
0x17f1,30.8927603596905,23.8081784662903,43.291179930906,18.1343416703664,71.3885091087221,0
0x1bef,42.3742123535746,33.620716719232,44.2271276594446,3.2505787061547,61.7915193826744,1
0x90a,49.5483264400622,53.4333082538254,32.3319778039324,,50.8537628879505,1
0x27de,22.9336474732145,,58.7090930321477,17.2611441788777,66.5854277716377,0
0xe19,56.1474672605897,53.6753908664812,41.1867392530044,4.17850782448755,54.3968767365043,1
0x3f4,49.1076736809961,30.1384529722676,51.9008010834665,12.3920829421876,75.2844551637353,1
0xdaa,53.2758029432446,42.4202433827831,31.5749061637665,9.1190536666147,50.7607806866516,0
0x1fbf,57.4336798380251,35.1698563360547,45.2593779870951,,55.3516778947316,0
0x92a,60.9005169801268,38.1854545553602,25.9613559043631,5.55372422138703,62.5726890409843,1
0x2b22,57.6619422643,,46.7720351049731,4.35015599973372,57.316414961296,1
0x5ad,23.3346826095327,,54.5785591861985,12.8329590069951,62.1540937464526,0
0x1b45,35.8290892761773,34.5949297100552,43.2354082581888,15.9532697893416,67.2032498608976,0
0x1146,42.171759654912,35.5641295464738,38.8185083893119,12.6435739839399,57.4980745632209,1
0xe94,42.3396553506832,32.0987588287357,58.8453448905229,17.0608649583012,59.5407851828576,0
0x27bb,55.9874560934776,50.1681594399811,33.4702730092339,7.23041879116169,53.7670968442246,1
0x2859,54.3105960667087,31.5759179779734,25.311057750857,9.71942080501118,47.972867676167,0
0x40d,22.3818289611454,16.9107743753462,43.4416669667433,16.7118014190475,64.4433344466691,0
0x7fb,35.4094151263912,32.0275055710836,26.040810966239,4.38442391424062,64.9542167129747,1
0x175f,41.9738757854435,18.9201985317293,,18.7833621586997,63.4452103197512,0
0x794,33.5267094704264,29.0748093202797,54.5119182181819,12.0857346311836,58.5346899296741,0
0x14ac,21.3737163192098,29.814184780888,57.2430892763197,14.7967945661321,66.2260981446624,0
0x1aad,46.2939708898376,53.5741323305227,40.0881356498506,8.23493442322591,48.4352486996976,1
0x128d,49.2638775736915,53.668597880048,44.8080516244399,5.39492184455777,50.7241741563731,1
0x602,43.4257092144937,30.9688441256989,40.3916783056069,5.14179094000029,61.6508572328224,0
0x16ab,41.3836620833317,53.1803441352154,,12.1259544816523,59.7366575076522,0
0x2755,53.8885580551173,52.6018438623302,37.825500711054,4.98068825304295,59.3403500079094,1
0x960,40.1459743088895,28.9816506203538,53.7126262407012,14.6351277069256,65.9610358510129,0
0x1eb4,47.237999939547,23.1180199373766,58.7355511439033,13.9851491074638,62.6652151414296,0
0x13fb,28.7458741295359,25.1002287937726,60.440814202922,10.0332988837377,75.4433177870207,0
0x2366,33.6364628077191,24.8538804514912,45.523051313051,12.3333317880501,67.7851582611459,0
0x2772,41.2421340328583,19.5640304958508,48.244523233095,13.9001028348791,62.4148626872378,0
0x1be7,25.9207877822989,17.6224000007484,63.3516536657169,18.1555550400221,73.8850923817746,0
0x1662,63.5199709545374,34.0364279839943,43.7572805389374,4.02344551496779,48.9938845965022,1
0x273b,23.4647148176414,27.8128277123044,46.4443707826633,13.0493068050137,,0
0x2c86,44.2458187646181,19.9889454374535,40.8933482205796,17.2621588105778,61.3884362707203,0
0x1562,24.891996184139,,49.8643268681892,14.4104338459303,67.3370650394506,0
0x1432,59.0090218387621,32.9247866046749,44.5480498746216,6.99748506230221,59.8040657618916,0
0xe23,51.5356147394562,32.6785741363912,32.2178626454001,4.90860554715916,55.1934724902575,1
0x20b9,60.8504141333074,43.3731491565083,36.4274623618244,3.50044897027484,63.851857930629,0
0x2620,37.635512451323,15.0577424511925,50.7147671293448,18.1096311148217,64.9048601962141,0
0x1ef5,23.5661921389815,33.3715234496975,,11.4192038037246,68.0715834898784,0
0x2944,55.0347200956681,38.6417214714097,38.1292975323723,12.7236030943364,47.3157002388294,1
0x1123,23.5157813491341,24.0267550078798,53.0496851400204,12.5795640530182,62.2814788396268,0
0x2b14,49.6457727394729,49.5669420447091,31.1962891885445,4.1943102321876,,1
0x183a,54.7442985578914,54.3963964870865,41.8864263789698,5.25236179752877,59.758164672456,1
0xab3,29.9626061440018,25.7690755995816,54.5729909000662,12.513304315911,74.1916901768503,0
0x1ecc,39.2319493206706,23.2809924008829,46.9356150093564,13.5364102485171,60.5898311137613,0
0x17ca,48.9511138774399,,50.1239372010262,17.8063915572933,63.942444136458,1
0x20cf,56.9791492211455,35.8963256622852,38.6642885803301,8.85095191899192,45.1262807010239,1
0x234c,55.0158127829474,50.253105403982,48.3515525654011,3.04129718140048,61.9934186164152,1
0x1c38,52.2718808577952,46.4548573909756,35.3336421692784,4.71342360514976,56.6944752829909,1
0x28dc,48.8591161654556,,,9.40048587396104,,1
0x2143,30.2752120001019,31.4999578926433,42.2873029580871,18.7095180771689,60.8484142448011,0
0xa03,29.2172067907833,21.638679312965,52.2242264089096,15.5410577970612,74.7702580814188,0
0x12be,52.3516572108425,50.9919284479749,33.4144246282563,11.9398842535642,47.1513544311834,0
0x1bed,37.1029080199754,23.2359445371019,51.5918782089709,14.5058923913264,60.2780173219108,0
0x257e,64.0256131932459,32.6943926376861,40.3350023142101,8.46145557923111,47.3220797954831,1
0x14bd,42.2574726765002,39.5986825709486,32.6188237025723,10.149097681521,56.7732369020172,1
0x15ff,58.719216701044,44.2984029621342,35.7559385511183,7.02428981678359,52.7654312203458,1
0x247d,46.7178233227726,,36.6195734253551,,54.1820699304957,1
0x28a0,23.1710865406983,18.9231853544654,41.7315176010801,13.2797289301124,71.6017993489663,0
0x29f5,64.4169025222656,53.53732462786,41.3763194583321,8.77984744515488,52.6186591559863,1
0x12a9,34.1440318838428,20.1207400009061,64.5773302457397,12.3460120689691,63.8223820325192,0
0x2b57,59.2214381381407,32.3386600985471,44.4404941126337,11.131141884055,48.79540880442,1
0x228e,58.0090282269337,,45.905033074705,10.8153591202158,46.6150605821018,1
0x1314,61.6433152238488,40.0021404922615,,11.1389135467839,55.8830913017847,1
0x2704,23.4978392794057,17.505316802724,54.5578884351798,17.9628305491919,77.3991267690705,0
0x2785,60.3260547613804,50.3228442220644,38.5055747147662,3.29911282119031,48.4635772391717,1
0xf2d,47.0852862137276,26.2427385001387,44.9332024101194,15.6170252177665,68.4856108816054,0
0x29b9,46.4456562071186,26.6322121095865,57.3307908028954,14.1293711602647,76.6436973504175,0
0xc8d,26.5164034054417,,57.8411241468029,17.5662301712677,,0
0x729,24.2846803766242,30.6909642461408,51.1322329051473,14.9027014840867,70.4680290650474,0
0x2798,49.0239076260261,35.3095879369465,35.4255716890084,5.02851820017472,55.789367042,1
0x24b6,52.8932600267571,,44.895220310758,3.98500192195171,52.0363403492047,1
0x1cda,34.3747530255695,15.7043655128212,43.4906907391797,11.7287782020302,62.9454500265041,0
0x223f,45.52567033183,28.6676996891283,43.7746237199856,10.6897813743772,58.7632631941117,0
0x2b59,47.1590694891609,39.8152350085956,39.8462782477257,4.65021077845444,53.8811556568422,1
0x1638,59.72470971358,46.1075704917165,44.737387138542,10.6938269997548,62.4992351400574,1
0x19b5,52.0304524627515,37.3784936833558,,10.3233634205393,52.0647963594778,1
0x1782,53.2919148561854,21.502589708507,61.4840658583448,17.5319281222075,45.6697170017099,0
0x16b4,41.8503421290799,,29.9374979272202,7.42695983074122,60.1469829674873,1
0xfb5,63.5986544417844,32.5084040282302,,4.37737177805716,,1
0x1255,45.1960289385205,15.933909204591,48.9303260653082,13.3175243434826,63.9806353396963,0
0x2904,53.0089717254597,46.7886903008636,,3.34921053586425,,1
0xee7,22.2365048194134,18.1388989575828,61.9899878150156,,64.8525273959668,1
0x22f9,22.6774291353911,,54.7590132914055,15.3417208563505,65.9407390190973,0
0x11b5,55.1232272367536,40.1613092497492,36.899708059115,4.29839341545864,53.98165254613,1
0x895,43.5060174542451,,27.7646477889313,6.70649912250302,46.1593378497172,1
0x19e3,22.758504045867,32.2140539907313,49.9240446131017,18.0474743676075,73.1528871080005,0
0x1de5,61.2813197547266,36.1774565502561,42.5703184980124,8.22208620865974,47.0994928991376,1
0x1f61,27.5011051308522,19.6626615809979,45.139862071903,17.4628422948908,61.5744503240255,1
0x97d,45.8955847660041,52.8175725469317,31.1385761100454,7.41669804453131,60.1932729133838,1
0x1e4c,64.6321867544249,49.0244637817468,40.6038818390504,3.50311346134044,55.292079500643,1
0x1f99,31.6677238979662,28.2053988712593,52.7348506601427,16.363441032192,68.1454428423112,1
0x869,23.5832563599378,19.7631819238635,41.814554895118,19.9024600227534,69.4349753867779,0
0x2c69,21.6268138057652,33.2301121963216,51.6416991106594,14.7720725610048,63.7502468767129,0
0x1b33,51.5273048812316,43.9397114608525,31.2847362970011,7.44706722728122,60.4907656491578,1
0x2509,45.1102453670067,,41.2470355249835,7.568309511075,56.9277012597117,1
0x1f60,31.9456630899269,33.8384517789172,40.8731599272131,16.7737951262611,,0
0x188e,42.6902350866103,48.2687835247677,42.3856202199046,9.61176375349298,49.5570975134102,1
0x7ac,36.5065044446681,28.9721960142439,64.5944517842713,13.9586354415975,74.6715090242025,0
